Index,Inspection_Date,Sale_Date,Sale_Price,Location,Classification,Architectural_Style,Year_Built,Bedrooms,Baths,Square_Feet,Count,Price_per_SF
443,2015-07-31,2015-09-04,667000,GLENWOOD,Single Family,TWO STORY WITH BASEMENT,2014,4,3.5,2874,1,232.08072372999305
444,2015-09-23,2015-10-28,650000,GLENWOOD,Single Family,ONE STORY,1990,3,2.5,2884,1,225.38141470180304
445,2015-09-04,2015-10-09,564500,GLENWOOD,Single Family,TWO STORY,2014,4,3.5,2919,1,193.3881466255567
446,2014-10-27,2014-12-01,665000,GLENWOOD,Single Family,TWO STORY,2006,2,2.5,2948,1,225.57666214382633
447,2014-12-19,2015-01-23,483000,GLENWOOD,Single Family,TWO STORY,2005,5,3,2958,1,163.28600405679512
448,2014-07-18,2014-08-22,426000,GLENWOOD,Single Family,TWO STORY,2002,4,3.5,2966,1,143.62778152393795
449,2016-04-07,2016-05-12,520000,GLENWOOD,Single Family,TWO STORY,2002,4,3.5,2966,1,175.32029669588673
450,2015-11-06,2015-12-11,615000,GLENWOOD,Single Family,TWO STORY,2006,5,4,2970,1,207.07070707070707
451,2015-04-27,2015-06-01,630000,GLENWOOD,Single Family,TWO STORY,2005,4,3.5,2970,1,212.12121212121212
452,2015-12-15,2016-01-19,625000,GLENWOOD,Single Family,ONE STORY WITH BASEMENT,1968,3,2,3004,1,208.0559254327563
453,2015-08-28,2015-10-02,418000,GLENWOOD,Single Family,ONE WITH HALF STORY,1979,3,2.75,3012,1,138.77822045152723
454,2015-08-11,2015-09-15,780000,GLENWOOD,Single Family,ONE STORY,2004,4,2.75,3033.5,1,257.1287291907038
455,2015-06-25,2015-07-30,635000,GLENWOOD,Single Family,TWO STORY,2007,3,3.5,3054,1,207.92403405370007
456,2014-09-09,2014-10-14,665000,GLENWOOD,Single Family,TWO STORY,2008,3,3.5,3054,1,217.7472167648985
457,2015-04-29,2015-06-03,525000,GLENWOOD,Single Family,TWO STORY WITH BASEMENT,2007,3,3.5,3080,1,170.45454545454547
458,2015-05-20,2015-06-24,400000,GLENWOOD,Single Family,ONE STORY WITH BASEMENT,1980,3,2.5,3114,1,128.45215157353886
459,2015-11-13,2015-12-18,534000,GLENWOOD,Single Family,ONE STORY WITH BASEMENT,1980,3,2.5,3114,1,171.48362235067438
460,2015-09-21,2015-10-26,515000,GLENWOOD,Single Family,TWO STORY WITH BASEMENT,1978,6,3,3146,1,163.69993642720917
461,2016-05-06,2016-06-10,635000,GLENWOOD,Single Family,ONE STORY WITH BASEMENT,2007,5,3.75,3147,1,201.7794725135049
462,2016-02-26,2016-04-01,620000,GLENWOOD,Single Family,TRI LEVEL,2002,4,3,3183,1,194.78479421928998
463,2015-12-08,2016-01-12,679000,GLENWOOD,Single Family,ONE STORY WITH BASEMENT,2008,4,3.5,3186,1,213.11989956057752
464,2014-08-13,2014-09-17,488000,GLENWOOD,Single Family,ONE STORY WITH BASEMENT,1915,4,2.25,3250,1,150.15384615384616
465,2015-04-30,2015-06-04,526000,GLENWOOD,Single Family,ONE STORY WITH BASEMENT,2001,4,2.25,3256,1,161.54791154791155
466,2014-06-09,2014-07-14,500000,GLENWOOD,Single Family,TWO STORY WITH BASEMENT,2e3,4,3.5,3286,1,152.16068167985392
467,2015-12-17,2016-01-21,566000,GLENWOOD,Single Family,TWO STORY WITH BASEMENT,2e3,4,3.5,3286,1,172.24589166159464
468,2015-08-25,2015-09-29,680000,GLENWOOD,Single Family,ONE STORY WITH BASEMENT,2015,3,2.5,3358,1,202.50148898153662
469,2015-08-25,2015-09-29,680000,GLENWOOD,Single Family,ONE STORY WITH BASEMENT,2015,3,2.5,3358,1,202.50148898153662
470,2016-05-03,2016-06-07,570000,GLENWOOD,Single Family,TWO STORY WITH BASEMENT,2007,4,3.25,3403,1,167.49926535409932
471,2014-08-01,2014-09-05,560000,GLENWOOD,Single Family,TWO STORY,2007,3,3.5,3416,1,163.9344262295082
472,2015-11-10,2015-12-15,610000,GLENWOOD,Single Family,TWO STORY,2007,3,3.5,3416,1,178.57142857142858
473,2014-08-05,2014-09-09,667500,GLENWOOD,Single Family,TWO STORY,2006,4,4.5,3439.8,1,194.05197976626548
474,2015-02-24,2015-03-31,430000,GLENWOOD,Single Family,ONE STORY WITH BASEMENT,1966,4,2.25,3484,1,123.42135476463835
475,2015-01-23,2015-02-27,670000,GLENWOOD,Single Family,TWO STORY,2e3,4,3.5,3538,1,189.37252685132844
476,2015-04-17,2015-05-22,460000,GLENWOOD,Single Family,ONE WITH HALF STORY,1981,3,2,3584,1,128.34821428571428
477,2015-05-28,2015-07-02,608900,GLENWOOD,Single Family,TWO STORY WITH BASEMENT,2001,4,3.5,3593,1,169.4684107987754
478,2015-07-15,2015-08-19,589000,GLENWOOD,Single Family,ONE STORY WITH BASEMENT,1998,4,3,3600,1,163.61111111111111
479,2015-01-02,2015-02-06,262500,GLENWOOD,Single Family,ONE STORY WITH BASEMENT,2009,4,3.75,3618,1,72.55389718076285
480,2015-06-10,2015-07-15,599000,GLENWOOD,Single Family,ONE STORY WITH BASEMENT,2009,4,3.75,3618,1,165.56108347153122
481,2015-08-17,2015-09-21,589000,GLENWOOD,Single Family,SPLIT LEVEL,1980,5,3.5,3626,1,162.43794815223387
482,2015-02-24,2015-03-31,489000,GLENWOOD,Single Family,TWO STORY,2003,4,3.5,3660,1,133.60655737704917
483,2016-04-22,2016-05-27,595000,GLENWOOD,Single Family,TWO STORY WITH BASEMENT,2004,6,4.5,3704,1,160.63714902807774
484,2015-05-04,2015-06-08,791500,GLENWOOD,Single Family,TWO STORY WITH BASEMENT,1994,4,3.5,3722,1,212.65448683503493
485,2015-03-25,2015-04-29,710000,GLENWOOD,Single Family,ONE STORY WITH BASEMENT,2008,4,3.5,3742,1,189.7381079636558
486,2015-05-05,2015-06-09,695000,GLENWOOD,Single Family,ONE STORY WITH BASEMENT,1994,3,2.7,3776,1,184.0572033898305
487,2014-10-06,2014-11-10,1077500,GLENWOOD,Single Family,ONE STORY WITH BASEMENT,1964,6,4.5,4002,1,269.24037981009496
488,2014-12-31,2015-02-04,535000,GLENWOOD,Single Family,ONE STORY WITH BASEMENT,2007,5,4.5,4064,1,131.64370078740157
489,2014-10-15,2014-11-19,829000,GLENWOOD,Single Family,ONE STORY WITH BASEMENT,2007,5,4.5,4073,1,203.53547753498648
490,2016-04-27,2016-06-01,769000,GLENWOOD,Single Family,ONE STORY WITH BASEMENT,2007,4,4,4120,1,186.6504854368932
491,2014-11-17,2014-12-22,825000,GLENWOOD,Single Family,ONE STORY WITH BASEMENT,2003,3,3.25,4153,1,198.65157717312786
492,2015-08-11,2015-09-15,760000,GLENWOOD,Single Family,ONE STORY WITH BASEMENT,2003,3,3.25,4153,1,183.00024078979052
493,2015-11-18,2015-12-23,645000,GLENWOOD,Single Family,ONE STORY WITH BASEMENT,1993,4,3.5,4169.7,1,154.68738758184043
494,2016-03-17,2016-04-21,664400,GLENWOOD,Single Family,ONE STORY WITH BASEMENT,1993,4,3.5,4169.7,1,159.34000047965083
495,2015-05-25,2015-06-29,810000,GLENWOOD,Single Family,TWO STORY WITH BASEMENT,2002,5,4.25,4252,1,190.49858889934148
496,2015-07-27,2015-08-31,799000,GLENWOOD,Single Family,ONE STORY WITH BASEMENT,1997,4,2.75,4284,1,186.5079365079365
497,2015-04-21,2015-05-26,792000,GLENWOOD,Single Family,TWO STORY,1995,5,3.7,4553.6,1,173.92832044975404
498,2014-06-13,2014-07-18,896100,GLENWOOD,Single Family,TWO STORY,1989,4,3,4668,1,191.96658097686375
499,2015-07-03,2015-08-07,1065000,GLENWOOD,Single Family,TWO STORY,2009,5,4.5,4894,1,217.61340416836944
500,2016-03-04,2016-04-08,685000,GLENWOOD,Single Family,ONE STORY WITH BASEMENT,1990,6,4,5471,1,125.20562968378724
501,2015-07-07,2015-08-11,1165000,GLENWOOD,Single Family,TWO STORY WITH BASEMENT,1993,7,6.25,6247,1,186.48951496718425
502,2015-04-10,2015-05-15,625000,GLENWOOD,Single Family,ONE STORY WITH BASEMENT,2001,5,5,6824,1,91.58851113716295
503,2014-06-26,2014-07-31,650000,GLENWOOD,Single Family,TWO STORY,1993,6,5.5,6864,1,94.6969696969697
504,2015-02-09,2015-03-16,145000,NEW CASTLE,Single Family,ONE STORY,1920,1,1,450,1,322.22222222222223
505,2015-08-12,2015-09-16,195000,NEW CASTLE,Single Family,ONE STORY WITH BASEMENT,1979,2,1,768,1,253.90625
506,2015-07-10,2015-08-14,162000,NEW CASTLE,Single Family,ONE STORY,1893,2,1.7,800,1,202.5
507,2016-02-29,2016-04-04,205000,NEW CASTLE,Single Family,ONE STORY,1990,2,1,864,1,237.2685185185185
508,2015-12-09,2016-01-13,375000,NEW CASTLE,Single Family,ONE STORY,1957,3,1,900,1,416.6666666666667
509,2015-03-13,2015-04-17,176900,NEW CASTLE,Single Family,TWO STORY,1893,1,1,947,1,186.80042238648363
510,2014-12-26,2015-01-30,255000,NEW CASTLE,Single Family,TWO STORY,1977,2,1,1064,1,239.66165413533835
512,2015-06-30,2015-08-04,268500,NEW CASTLE,Single Family,ONE STORY,1999,2,2,1148,1,233.88501742160278
513,2016-05-19,2016-06-23,299000,NEW CASTLE,Single Family,ONE STORY,1999,2,2,1148,1,260.45296167247386
514,2014-11-14,2014-12-19,259000,NEW CASTLE,Single Family,ONE STORY,2001,2,2,1148,1,225.609756097561
515,2015-09-25,2015-10-30,269000,NEW CASTLE,Single Family,ONE STORY,1952,3,1,1156,1,232.69896193771626
516,2014-11-05,2014-12-10,132000,NEW CASTLE,Single Family,MANUFACTURED HUD,1997,3,2,1188,1,111.11111111111111
517,2016-02-01,2016-03-07,159000,NEW CASTLE,Single Family,MANUFACTURED HUD,1997,3,2,1188,1,133.83838383838383
518,2015-09-02,2015-10-07,273000,NEW CASTLE,Single Family,ONE STORY,1993,2,2,1199,1,227.68974145120933
519,2015-05-20,2015-06-24,240000,NEW CASTLE,Single Family,ONE STORY,1994,2,1.7,1199,1,200.16680567139284
520,2015-05-18,2015-06-22,252200,NEW CASTLE,Single Family,TWO STORY,1892,3,1,1208,1,208.7748344370861
521,2016-03-25,2016-04-29,323300,NEW CASTLE,Single Family,ONE STORY,1998,3,2,1214,1,266.30971993410213
522,2014-06-27,2014-08-01,265000,NEW CASTLE,Single Family,ONE STORY,1950,2,1,1222,1,216.85761047463174
523,2014-12-16,2015-01-20,208000,NEW CASTLE,Single Family,MODULAR UBC IRC,1998,3,2,1224,1,169.9346405228758
524,2014-05-29,2014-07-03,320000,NEW CASTLE,Single Family,ONE STORY,1997,2,1.75,1232,1,259.7402597402597
525,2016-05-26,2016-06-30,215000,NEW CASTLE,Single Family,MANUFACTURED HUD,1998,3,2,1248,1,172.27564102564102
526,2014-07-02,2014-08-06,217000,NEW CASTLE,Single Family,ONE STORY,1984,3,1,1288,1,168.47826086956522
527,2015-05-27,2015-07-01,173000,NEW CASTLE,Single Family,MANUFACTURED HUD,1996,3,2,1296,1,133.48765432098764
528,2016-03-10,2016-04-14,320000,NEW CASTLE,Single Family,BI LEVEL,1998,2,2,1301,1,245.96464258262876
529,2016-01-22,2016-02-26,290000,NEW CASTLE,Single Family,ONE STORY,1995,3,2,1323,1,219.19879062736206
530,2016-02-10,2016-03-16,395000,NEW CASTLE,Single Family,ONE STORY WITH BASEMENT,1965,2,1.75,1330,1,296.9924812030075
531,2015-07-08,2015-08-12,290000,NEW CASTLE,Single Family,MODULAR UBC IRC,1983,2,1.7,1338,1,216.74140508221225
532,2015-07-01,2015-08-05,345000,NEW CASTLE,Single Family,MODULAR UBC IRC,1994,3,2,1344,1,256.69642857142856
533,2016-02-10,2016-03-16,299000,NEW CASTLE,Single Family,ONE STORY,1972,3,2,1344,1,222.4702380952381
534,2015-10-20,2015-11-24,321600,NEW CASTLE,Single Family,TWO STORY,2002,3,2.5,1348,1,238.57566765578636
535,2015-06-18,2015-07-23,270000,NEW CASTLE,Single Family,ONE STORY,1995,3,2,1360,1,198.52941176470588
536,2014-06-25,2014-07-30,253000,NEW CASTLE,Single Family,ONE STORY,1989,3,2,1364,1,185.48387096774192
537,2016-04-20,2016-05-25,289500,NEW CASTLE,Single Family,ONE STORY,1989,3,2,1394,1,207.67575322812053
538,2014-06-24,2014-07-29,260000,NEW CASTLE,Single Family,TWO STORY,2e3,3,2,1396,1,186.2464183381089
539,2014-11-18,2014-12-23,260000,NEW CASTLE,Single Family,LOG HOME,1966,3,1.5,1400,1,185.71428571428572
540,2015-09-30,2015-11-04,175000,NEW CASTLE,Single Family,MANUFACTURED HUD,1989,3,2,1404,1,124.64387464387464
541,2015-11-05,2015-12-10,295000,NEW CASTLE,Single Family,ONE STORY,1999,2,2,1412,1,208.92351274787535
542,2015-02-27,2015-04-03,295500,NEW CASTLE,Single Family,ONE STORY,1999,2,2,1412,1,209.27762039660055
543,2015-02-03,2015-03-10,285000,NEW CASTLE,Single Family,ONE STORY,1999,3,2,1412,1,201.8413597733711
544,2015-06-24,2015-07-29,291000,NEW CASTLE,Single Family,ONE STORY,2002,3,3,1412,1,206.09065155807366
545,2015-07-24,2015-08-28,275000,NEW CASTLE,Single Family,ONE STORY,2001,2,2,1412,1,194.75920679886684
546,2015-10-20,2015-11-24,315000,NEW CASTLE,Single Family,ONE STORY,2002,3,3,1412,1,223.08781869688386
547,2014-08-25,2014-09-29,250000,NEW CASTLE,Single Family,ONE STORY,2001,2,2,1412,1,177.05382436260624
548,2014-10-01,2014-11-05,232000,NEW CASTLE,Single Family,ONE STORY,2002,3,2,1412,1,164.30594900849857
549,2014-11-26,2014-12-31,265000,NEW CASTLE,Single Family,ONE STORY,2002,3,2,1412,1,187.67705382436262
550,2015-10-16,2015-11-20,316000,NEW CASTLE,Single Family,ONE STORY WITH BASEMENT,1978,3,3,1424,1,221.91011235955057
551,2014-12-11,2015-01-15,285000,NEW CASTLE,Single Family,ONE STORY,2006,2,2,1443,1,197.50519750519751
552,2014-06-26,2014-07-31,290000,NEW CASTLE,Single Family,ONE WITH HALF STORY,1998,3,1.75,1449,1,200.13802622498275
553,2015-06-19,2015-07-24,318000,NEW CASTLE,Single Family,ONE WITH HALF STORY,1998,3,1.75,1449,1,219.4616977225673
554,2015-05-22,2015-06-26,286000,NEW CASTLE,Single Family,BI LEVEL,1993,3,2,1456,1,196.42857142857142
555,2015-12-03,2016-01-07,170000,NEW CASTLE,Single Family,MANUFACTURED HUD,1997,4,2,1456,1,116.75824175824175
556,2016-04-19,2016-05-24,307500,NEW CASTLE,Single Family,TWO STORY,1997,3,2.5,1461,1,210.47227926078028
557,2015-11-10,2015-12-15,318000,NEW CASTLE,Single Family,TWO STORY,1994,3,2.5,1491,1,213.27967806841048
558,2016-02-02,2016-03-08,278500,NEW CASTLE,Single Family,MODULAR WITH ADDITION,2008,3,2.5,1492,1,186.6621983914209
559,2016-03-24,2016-04-28,258000,NEW CASTLE,Single Family,ONE STORY,1982,3,2,1498,1,172.22963951935915
560,2016-04-22,2016-05-27,338500,NEW CASTLE,Single Family,MODULAR UBC IRC,2003,3,2,1512,1,223.87566137566137
561,2015-05-21,2015-06-25,316000,NEW CASTLE,Single Family,ONE STORY,1959,3,1.75,1528,1,206.8062827225131
562,2014-11-05,2014-12-10,146567,NEW CASTLE,Single Family,ONE STORY WITH BASEMENT,1957,2,1,1536,1,95.42122395833333
563,2015-06-01,2015-07-06,126000,NEW CASTLE,Single Family,ONE STORY WITH BASEMENT,1957,2,1,1536,1,82.03125
564,2016-04-15,2016-05-20,325000,NEW CASTLE,Single Family,TWO STORY,2015,3,2.5,1538,1,211.31339401820546
565,2016-04-15,2016-05-20,325000,NEW CASTLE,Single Family,TWO STORY,2015,3,2.5,1538,1,211.31339401820546
566,2015-05-12,2015-06-16,235000,NEW CASTLE,Single Family,MANUFACTURED HUD,1981,3,2,1560,1,150.64102564102564
567,2015-10-08,2015-11-12,317000,NEW CASTLE,Single Family,TWO STORY,1998,3,2.5,1579,1,200.75997466751107
568,2015-05-11,2015-06-15,310000,NEW CASTLE,Single Family,TWO STORY,1999,3,2.5,1580,1,196.20253164556962
569,2015-04-15,2015-05-20,289000,NEW CASTLE,Single Family,TWO STORY,2e3,3,2,1584,1,182.44949494949495
570,2016-05-19,2016-06-23,290000,NEW CASTLE,Single Family,BI LEVEL,1992,3,1.7,1584,1,183.08080808080808
571,2015-08-25,2015-09-29,315000,NEW CASTLE,Single Family,ONE STORY,1998,3,2,1596,1,197.3684210526316
572,2014-08-20,2014-09-24,261000,NEW CASTLE,Single Family,TWO STORY,2001,3,2.5,1606,1,162.51556662515566
573,2015-05-21,2015-06-25,308000,NEW CASTLE,Single Family,TWO STORY,1997,3,2.5,1610,1,191.30434782608697
574,2016-03-11,2016-04-15,330000,NEW CASTLE,Single Family,ONE STORY,1997,3,1.7,1623,1,203.3271719038817
575,2015-09-14,2015-10-19,282000,NEW CASTLE,Single Family,ONE WITH HALF STORY,1909,3,1.5,1638,1,172.16117216117217
576,2015-11-25,2015-12-30,256400,NEW CASTLE,Single Family,ONE STORY,1994,3,1.7,1644,1,155.9610705596107
577,2015-07-24,2015-08-28,283300,NEW CASTLE,Single Family,ONE STORY,1994,3,1.7,1644,1,172.323600973236
578,2016-01-25,2016-02-29,372500,NEW CASTLE,Single Family,ONE STORY,2001,3,2,1667,1,223.45530893821237
579,2014-06-12,2014-07-17,327500,NEW CASTLE,Single Family,ONE STORY,2001,3,2,1667,1,196.46070785842832
580,2015-03-27,2015-05-01,344400,NEW CASTLE,Single Family,ONE STORY,2001,3,2,1667,1,206.59868026394722
581,2014-10-22,2014-11-26,260000,NEW CASTLE,Single Family,MODULAR UBC IRC,2014,3,2,1680,1,154.76190476190476
582,2015-05-06,2015-06-10,343500,NEW CASTLE,Single Family,TWO STORY,2006,4,2.5,1682,1,204.22116527942924
583,2015-05-08,2015-06-12,352000,NEW CASTLE,Single Family,TWO STORY,2002,3,2.5,1686,1,208.77817319098457
584,2014-11-24,2014-12-29,285000,NEW CASTLE,Single Family,TWO STORY,2004,3,2.5,1686,1,169.0391459074733
585,2015-07-27,2015-08-31,345000,NEW CASTLE,Single Family,TWO STORY,2007,3,2.5,1686,1,204.62633451957296
586,2014-08-21,2014-09-25,293000,NEW CASTLE,Single Family,TWO STORY,2007,3,2.5,1686,1,173.7841043890866
587,2014-07-16,2014-08-20,284500,NEW CASTLE,Single Family,TWO STORY,2007,3,2.5,1686,1,168.7425860023725
588,2015-04-13,2015-05-18,342000,NEW CASTLE,Single Family,TWO STORY,2007,3,2.5,1686,1,202.84697508896798
589,2015-03-26,2015-04-30,349000,NEW CASTLE,Single Family,TWO STORY,2007,3,2.5,1686,1,206.9988137603796
590,2015-06-10,2015-07-15,335000,NEW CASTLE,Single Family,TWO STORY,2007,3,2.5,1686,1,198.69513641755634
591,2015-09-21,2015-10-26,324300,NEW CASTLE,Single Family,TRI LEVEL,1998,4,3,1706,1,190.09378663540446
592,2014-06-16,2014-07-21,205000,NEW CASTLE,Single Family,ONE STORY WITH BASEMENT,1972,3,2,1715,1,119.533527696793
593,2015-12-15,2016-01-19,471500,NEW CASTLE,Single Family,ONE STORY,2015,2,2,1721,1,273.96862289366646
594,2015-01-01,2015-02-05,382000,NEW CASTLE,Single Family,ONE STORY,2014,2,2,1722,1,221.83507549361207
595,2015-08-12,2015-09-16,363000,NEW CASTLE,Single Family,ONE STORY WITH BASEMENT,1998,3,2,1742,1,208.38117106773822
596,2015-09-23,2015-10-28,271100,NEW CASTLE,Single Family,ONE STORY WITH BASEMENT,1988,3,1.5,1744,1,155.44724770642202
597,2015-12-11,2016-01-15,330000,NEW CASTLE,Single Family,TWO STORY,1997,4,2,1752,1,188.35616438356163
598,2016-03-18,2016-04-22,369000,NEW CASTLE,Single Family,ONE STORY,2e3,3,2,1758,1,209.8976109215017
599,2014-09-05,2014-10-10,284000,NEW CASTLE,Single Family,BI LEVEL,1996,3,3,1758,1,161.547212741752
600,2015-08-24,2015-09-28,496000,NEW CASTLE,Single Family,ONE STORY,2005,3,2,1759,1,281.97839681637294
601,2014-10-01,2014-11-05,234600,NEW CASTLE,Single Family,BI LEVEL,2e3,3,1.5,1771,1,132.46753246753246
602,2015-05-20,2015-06-24,261000,NEW CASTLE,Single Family,BI LEVEL,2e3,3,1.5,1771,1,147.3743647656691
603,2014-06-04,2014-07-09,461052,NEW CASTLE,Single Family,TWO STORY WITH BASEMENT,1989,4,3.5,1779,1,259.1635750421585
604,2015-04-10,2015-05-15,360100,NEW CASTLE,Single Family,TWO STORY WITH BASEMENT,1989,4,3.5,1779,1,202.41708825182687
605,2016-04-11,2016-05-16,369700,NEW CASTLE,Single Family,ONE STORY,2003,3,2,1782,1,207.4635241301908
606,2015-06-19,2015-07-24,309000,NEW CASTLE,Single Family,ONE STORY,1992,4,2,1788,1,172.81879194630872
607,2016-03-28,2016-05-02,420000,NEW CASTLE,Single Family,ONE STORY,2008,4,2,1789,1,234.76802683063164
608,2015-05-06,2015-06-10,239055,NEW CASTLE,Single Family,ONE STORY WITH BASEMENT,1995,3,3,1792,1,133.40122767857142
609,2015-12-11,2016-01-15,245000,NEW CASTLE,Single Family,ONE STORY WITH BASEMENT,1995,3,3,1792,1,136.71875
610,2015-06-30,2015-08-04,294000,NEW CASTLE,Single Family,MODULAR UBC IRC,2e3,4,2,1792,1,164.0625
611,2015-01-08,2015-02-12,217000,NEW CASTLE,Single Family,ONE STORY WITH BASEMENT,1971,4,2,1800,1,120.55555555555556
612,2015-06-12,2015-07-17,314500,NEW CASTLE,Single Family,ONE STORY,1994,3,2,1801,1,174.62520821765685
613,2014-07-02,2014-08-06,341000,NEW CASTLE,Single Family,ONE STORY,2003,3,2.5,1838,1,185.52774755168662
614,2016-05-25,2016-06-29,325000,NEW CASTLE,Single Family,ONE STORY WITH BASEMENT,1994,3,2,1856,1,175.10775862068965
615,2014-06-12,2014-07-17,283000,NEW CASTLE,Single Family,ONE WITH HALF STORY,1999,3,2,1858,1,152.31431646932185
616,2015-07-20,2015-08-24,310000,NEW CASTLE,Single Family,ONE STORY,1993,3,2,1860,1,166.66666666666666
617,2014-09-09,2014-10-14,42700,NEW CASTLE,Single Family,MANUFACTURED HUD,1997,4,2,1863,1,22.920021470746107
618,2014-12-10,2015-01-14,165000,NEW CASTLE,Single Family,MANUFACTURED HUD,1997,4,2,1863,1,88.56682769726248
619,2015-12-01,2016-01-05,395000,NEW CASTLE,Single Family,ONE STORY,2015,3,2,1869,1,211.3429641519529
620,2015-04-02,2015-05-07,396000,NEW CASTLE,Single Family,ONE STORY,2003,3,2,1873,1,211.42552055525894
621,2015-06-11,2015-07-16,402000,NEW CASTLE,Single Family,ONE STORY,2004,4,2,1884,1,213.37579617834396
622,2015-03-15,2015-04-19,323200,NEW CASTLE,Single Family,TRI LEVEL,1995,4,2,1920,1,168.33333333333334
623,2016-03-09,2016-04-13,320000,NEW CASTLE,Single Family,TRI LEVEL,1994,4,2,1920,1,166.66666666666666
624,2016-05-26,2016-06-30,320000,NEW CASTLE,Single Family,TRI LEVEL,1994,4,2,1920,1,166.66666666666666
625,2016-03-11,2016-04-15,419000,NEW CASTLE,Single Family,ONE STORY,2001,4,3,1926,1,217.54932502596054
626,2015-05-15,2015-06-19,392000,NEW CASTLE,Single Family,ONE STORY,2002,3,3,1928,1,203.31950207468878
627,2015-05-11,2015-06-15,385000,NEW CASTLE,Single Family,ONE STORY,2e3,3,3,1930,1,199.4818652849741
628,2016-03-07,2016-04-11,362000,NEW CASTLE,Single Family,TWO STORY,2005,3,3.5,1932,1,187.37060041407867
629,2014-06-23,2014-07-28,320000,NEW CASTLE,Single Family,TWO STORY,2007,3,2.5,1935,1,165.37467700258398
630,2015-09-02,2015-10-07,420000,NEW CASTLE,Single Family,ONE STORY WITH BASEMENT,1993,3,3,1949,1,215.49512570548998
631,2016-01-25,2016-02-29,334000,NEW CASTLE,Single Family,BI LEVEL,1995,3,2,1976,1,169.02834008097167
632,2014-12-26,2015-01-30,300000,NEW CASTLE,Single Family,BI LEVEL,1980,4,2.25,1988,1,150.90543259557344
633,2015-05-13,2015-06-17,305000,NEW CASTLE,Single Family,TWO STORY,1999,4,2.5,1992,1,153.11244979919678
634,2014-06-10,2014-07-15,385000,NEW CASTLE,Single Family,TWO STORY,2013,3,2.5,1994,1,193.0792377131394
635,2015-06-08,2015-07-13,290000,NEW CASTLE,Single Family,ONE STORY,1995,4,2,2010,1,144.27860696517413
636,2015-07-10,2015-08-14,389000,NEW CASTLE,Single Family,TWO STORY,2007,4,2.75,2017,1,192.86068418443233
637,2016-03-11,2016-04-15,408000,NEW CASTLE,Single Family,TWO STORY,2007,4,2.75,2017,1,202.28061477441744
638,2016-04-12,2016-05-17,525000,NEW CASTLE,Single Family,ONE STORY,1971,5,2.5,2018,1,260.1585728444004
639,2016-04-22,2016-05-27,395000,NEW CASTLE,Single Family,TRI LEVEL,1994,5,1.75,2032,1,194.38976377952756
640,2014-07-16,2014-08-20,294900,NEW CASTLE,Single Family,TRI LEVEL,1995,4,2,2032,1,145.1279527559055
641,2016-03-18,2016-04-22,315000,NEW CASTLE,Single Family,ONE STORY WITH BASEMENT,2015,3,2.5,2039,1,154.4874938695439
642,2015-10-16,2015-11-20,340000,NEW CASTLE,Single Family,TWO STORY,2006,3,3,2040,1,166.66666666666666
643,2014-10-30,2014-12-04,328900,NEW CASTLE,Single Family,TWO STORY,2008,3,2.75,2044,1,160.90998043052838
644,2016-04-15,2016-05-20,335000,NEW CASTLE,Single Family,TWO STORY,2007,3,2.75,2044,1,163.89432485322897
645,2015-06-02,2015-07-07,350000,NEW CASTLE,Single Family,MANUFACTURED HUD,1997,3,3,2052,1,170.5653021442495
646,2016-04-20,2016-05-25,385000,NEW CASTLE,Single Family,TWO STORY,2006,3,2.5,2062,1,186.71193016488846
647,2015-01-21,2015-02-25,261135,NEW CASTLE,Single Family,ONE STORY,1978,5,3,2088,1,125.0646551724138
648,2015-03-26,2015-04-30,300000,NEW CASTLE,Single Family,ONE STORY,1978,5,3,2088,1,143.67816091954023
649,2015-12-09,2016-01-13,485000,NEW CASTLE,Single Family,ONE STORY,1980,3,1.75,2090,1,232.05741626794259
650,2015-06-15,2015-07-20,320000,NEW CASTLE,Single Family,BI LEVEL,1998,4,3,2090,1,153.11004784688996
651,2015-04-15,2015-05-20,259000,NEW CASTLE,Single Family,ONE STORY WITH BASEMENT,1977,3,2.5,2106,1,122.98195631528965
652,2015-12-09,2016-01-13,415000,NEW CASTLE,Single Family,TWO STORY,2015,4,2.5,2142,1,193.74416433239963
653,2014-12-12,2015-01-16,420000,NEW CASTLE,Single Family,ONE STORY,2005,3,2.5,2165,1,193.99538106235565
654,2015-04-15,2015-05-20,370000,NEW CASTLE,Single Family,TWO STORY,2007,4,3.25,2172,1,170.34990791896868
655,2014-09-11,2014-10-16,325000,NEW CASTLE,Single Family,TWO STORY,2006,4,2.5,2172,1,149.6316758747698
656,2016-03-04,2016-04-08,410700,NEW CASTLE,Single Family,TWO STORY,2008,4,2.5,2172,1,189.08839779005524
657,2014-07-25,2014-08-29,351000,NEW CASTLE,Single Family,TWO STORY,2007,4,2.5,2172,1,161.6022099447514
658,2015-01-16,2015-02-20,479000,NEW CASTLE,Single Family,ONE STORY,1999,3,2.25,2179,1,219.8256080770996
659,2015-09-29,2015-11-03,429900,NEW CASTLE,Single Family,ONE WITH HALF STORY,2004,3,2,2184,1,196.84065934065933
660,2014-10-14,2014-11-18,340000,NEW CASTLE,Single Family,ONE STORY WITH BASEMENT,1990,3,3,2200,1,154.54545454545453
661,2016-01-22,2016-02-26,420000,NEW CASTLE,Single Family,ONE STORY WITH BASEMENT,2007,3,2,2221,1,189.10400720396217
